Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand,Layer2FlashStorage
Dell,Notebook,8,Other,2.14,0,0,141.21199808219862,Intel Core i7,0,256,AMD,0
Lenovo,2 in 1 Convertible,16,Windows,1.36,1,0,209.8006828649808,Intel Core i7,0,512,Intel,0
Toshiba,Notebook,8,Windows,2.2,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,0
Dell,Notebook,12,Windows,2.3,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,0
Dell,Notebook,8,Other,2.8,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,0
Acer,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,0
Lenovo,Notebook,4,Windows,2.8,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,0
Lenovo,Notebook,8,Other,2.8,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,0
Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,0
Dell,Notebook,4,Other,2.25,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,0
Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,0
Lenovo,Notebook,6,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Intel,0
Acer,Notebook,8,Windows,3.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Acer,Notebook,12,Windows,2.15,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,0
Lenovo,Notebook,8,Windows,1.95,0,1,141.21199808219862,Intel Core i7,0,256,Intel,0
Asus,Ultrabook,8,Windows,1.7,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,0
Lenovo,Gaming,16,Windows,2.5,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,0
Lenovo,Notebook,8,Other,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,0
Acer,Notebook,2,Other,2.19,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,0
Asus,Gaming,8,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,0
HP,Notebook,8,Windows,2.54,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,0
Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Lenovo,Notebook,8,Windows,2.05,0,0,141.21199808219862,Intel Core i5,0,256,Intel,0
Lenovo,Gaming,8,Windows,3.2,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,0
Acer,Notebook,8,Other,2.5,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Dell,Workstation,16,Windows,3.42,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,0
Lenovo,Notebook,6,Windows,2.4,0,0,141.21199808219862,AMD Processor,1000,0,AMD,0
Asus,Ultrabook,16,Windows,1.63,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,0
Asus,Notebook,4,Windows,1.3,0,0,111.93520355955211,Intel Core i3,0,128,Intel,0
Asus,Gaming,16,Windows,2.9,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,0
Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,0
Lenovo,Notebook,8,Other,2.2,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,0
Asus,Gaming,8,Windows,2.5,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,0
Lenovo,Notebook,4,Other,2.2,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,0
HP,2 in 1 Convertible,16,Windows,1.28,1,0,165.6321180513006,Intel Core i7,0,256,Intel,0
Toshiba,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Lenovo,Notebook,8,Windows,2.3,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,0
HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,0
Lenovo,Notebook,8,Windows,1.1,0,1,165.6321180513006,Intel Core i5,0,256,Intel,0
Dell,Ultrabook,16,Windows,1.21,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,0
MSI,Gaming,16,Windows,2.8,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,0
Acer,Notebook,8,Windows,2.23,0,0,141.21199808219862,AMD Processor,0,256,AMD,0
Asus,2 in 1 Convertible,2,Windows,1.1,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,0
Dell,Notebook,8,Windows,2.33,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,0
HP,2 in 1 Convertible,16,Windows,1.29,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,0
Lenovo,Notebook,4,Other,1.45,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,0
HP,Notebook,8,Windows,1.95,0,0,157.3505121487356,Intel Core i5,0,256,Intel,0
Acer,Notebook,4,Windows,1.4,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,0
HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i7,0,256,Intel,0
Lenovo,Notebook,4,Windows,2.79,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,0
Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,0
HP,Notebook,8,Windows,2.1,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,0
Acer,Notebook,8,Windows,2.2,0,0,100.45466986113651,AMD Processor,0,256,AMD,0
Lenovo,Notebook,4,Windows,1.44,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,0
Acer,Notebook,6,Windows,2.23,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,0
Asus,Ultrabook,8,Windows,1.7,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
HP,Ultrabook,8,Windows,1.26,0,0,176.23257360658386,Intel Core i7,0,256,Intel,0
Dell,Notebook,32,Windows,2.06,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,0
MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,0
Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,0,256,Intel,0
Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,0
Lenovo,Notebook,4,Windows,1.85,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,0
Asus,Gaming,8,Windows,2.5,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel,0
Dell,Ultrabook,8,Windows,1.9,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,0
HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i5,0,256,Intel,0
Asus,Notebook,4,Other,2.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,0
Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,0
Dell,Notebook,4,Other,2.2,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,0
Lenovo,Notebook,12,Windows,2.2,0,0,141.21199808219862,AMD Processor,2000,0,AMD,0
HP,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,0
Lenovo,2 in 1 Convertible,16,Windows,1.4,1,1,316.96506044349616,Intel Core i7,0,512,Intel,0
Dell,Ultrabook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i7,0,256,Intel,0
Lenovo,Gaming,16,Windows,2.4,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,0
HP,Notebook,2,Windows,1.44,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,0
Dell,Ultrabook,16,Windows,1.88,0,0,141.21199808219862,Intel Core i7,0,768,Intel,0
Asus,2 in 1 Convertible,4,Windows,1.5,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,0
Dell,Ultrabook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,0
Dell,Notebook,16,Windows,2.06,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,0
HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i7,0,256,Intel,0
MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,0
HP,Workstation,8,Windows,2.6,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Toshiba,Notebook,16,Windows,2.4,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,0
Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,0
Lenovo,Notebook,4,Other,2.2,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,0
Dell,Gaming,8,Windows,2.65,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,0
Dell,Notebook,8,Windows,2.36,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,0
Dell,Notebook,8,Windows,1.36,0,0,157.3505121487356,Intel Core i5,0,256,Intel,0
HP,Notebook,4,Windows,1.86,0,0,100.45466986113651,Intel Core i3,500,0,Intel,0
Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,0
Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,0
HP,Notebook,8,Windows,1.86,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,0
Lenovo,Notebook,8,Other,2.2,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,0
HP,Notebook,8,Windows,2.04,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,0
Dell,Notebook,8,Windows,2.8,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,0
Lenovo,Gaming,8,Other,2.4,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,0
Dell,Notebook,8,Windows,2.33,0,0,141.21199808219862,Intel Core i7,0,256,AMD,0
HP,Ultrabook,8,Windows,1.36,0,1,157.3505121487356,Intel Core i7,0,256,Intel,0
Asus,2 in 1 Convertible,12,Windows,2.26,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,0
Acer,Notebook,4,Windows,2.1,0,0,100.45466986113651,AMD Processor,0,128,AMD,0
Asus,Gaming,16,Windows,3.25,0,1,127.33567457123111,AMD Processor,1000,256,AMD,0
Lenovo,Notebook,4,Windows,2.6,0,0,106.11306214269258,AMD Processor,0,128,AMD,0
Dell,2 in 1 Convertible,8,Windows,1.62,1,0,165.6321180513006,Intel Core i7,0,256,Intel,0
HP,Notebook,4,Windows,1.91,0,0,141.21199808219862,AMD Processor,0,256,AMD,0
Lenovo,Netbook,4,Windows,1.59,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,0
Dell,Notebook,4,Windows,1.8,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,0
Asus,Notebook,4,Windows,1.5,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,0
Acer,Notebook,8,Other,2.4,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,0
HP,Gaming,8,Windows,3.35,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,0
Lenovo,Notebook,4,Other,1.85,0,0,141.21199808219862,Intel Core i3,0,128,Intel,0
Asus,Gaming,8,Windows,2.3,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,0
Lenovo,Notebook,8,Windows,1.5,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,0
Asus,Ultrabook,16,Windows,1.1,1,0,165.6321180513006,Intel Core i7,0,512,Intel,0
Lenovo,Ultrabook,8,Windows,1.13,0,1,209.8006828649808,Intel Core i7,0,512,Intel,0
Lenovo,Notebook,4,Windows,1.5,0,1,165.6321180513006,Intel Core i3,0,128,Intel,0
Dell,Workstation,8,Windows,2.23,0,0,141.21199808219862,Intel Core i5,500,0,AMD,0
Dell,Workstation,8,Windows,2.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Lenovo,2 in 1 Convertible,16,Windows,1.42,1,0,209.8006828649808,Intel Core i7,0,512,Intel,0
Asus,Gaming,8,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,0
Asus,Gaming,16,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,0
Acer,Notebook,12,Windows,2.2,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,0
MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,0
Dell,Notebook,8,Other,2.33,0,0,141.21199808219862,Intel Core i7,0,256,AMD,0
HP,Ultrabook,4,Windows,1.91,0,0,141.21199808219862,AMD Processor,0,256,AMD,0
Lenovo,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i7,0,256,AMD,0
Lenovo,Notebook,8,Windows,1.9,0,1,157.3505121487356,Intel Core i5,0,256,Intel,0
Dell,Workstation,8,Windows,1.78,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,0
Lenovo,Ultrabook,16,Windows,1.13,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,0
Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,0
Asus,Gaming,16,Windows,2.9,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,0
Lenovo,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,0
Acer,Notebook,8,Other,2.5,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
MSI,Gaming,16,Windows,2.8,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,0
Asus,Ultrabook,8,Windows,1.1,0,0,157.3505121487356,Intel Core i7,0,512,Intel,0
Toshiba,Ultrabook,16,Windows,1.2,0,0,165.6321180513006,Intel Core i7,0,512,Intel,0
Dell,Ultrabook,8,Windows,1.36,0,0,157.3505121487356,Intel Core i7,0,512,Intel,0
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,500,0,Intel,0
Lenovo,Notebook,2,Windows,1.15,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,0
Lenovo,Workstation,8,Windows,2.67,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,0
Lenovo,Ultrabook,8,Windows,1.7,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,0
HP,Notebook,4,Windows,2.1,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,0
Acer,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321180513006,Intel Core i7,0,256,Intel,0
Asus,2 in 1 Convertible,8,Windows,1.27,1,1,165.6321180513006,Intel Core i5,0,256,Intel,0
Dell,Notebook,4,Other,2.3,0,0,141.21199808219862,Intel Core i5,0,256,AMD,0
Dell,Notebook,4,Windows,1.65,0,0,117.82653006268643,Intel Core i3,0,128,Intel,0
HP,Ultrabook,8,Windows,1.43,0,0,157.3505121487356,Intel Core i7,0,256,Intel,0
Dell,Notebook,8,Windows,2.14,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,0
Lenovo,Ultrabook,8,Windows,1.75,0,1,157.3505121487356,Intel Core i7,0,256,AMD,0
Lenovo,2 in 1 Convertible,16,Windows,2.0,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,0
Chuwi,Notebook,6,Windows,1.4,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,0
HP,Notebook,8,Windows,2.31,0,0,141.21199808219862,Intel Core i7,0,256,Intel,0
Asus,Notebook,8,Other,2.3,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,0
Dell,Gaming,16,Windows,4.42,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,0
Dell,Gaming,8,Windows,2.62,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,0
Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,0
Dell,Ultrabook,8,Other,1.6,0,0,157.3505121487356,Intel Core i7,0,256,Intel,0
HP,Gaming,12,Windows,3.35,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,0
Mediacom,2 in 1 Convertible,4,Windows,1.16,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,0
Samsung,Netbook,4,Other,1.15,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,0
Lenovo,Notebook,8,Windows,1.4,0,1,165.6321180513006,Intel Core i7,0,256,Intel,0
Lenovo,Notebook,4,Windows,1.7,0,1,157.3505121487356,Intel Core i3,0,128,Intel,0
Lenovo,Workstation,16,Windows,2.3,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,0
Lenovo,Notebook,16,Windows,2.5,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,0
Asus,Gaming,8,Windows,3.2,0,0,127.33567457123111,AMD Processor,1000,256,AMD,0
HP,Notebook,4,Windows,2.1,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,0
Google,Ultrabook,16,Other,1.1,1,0,234.50740003017813,Intel Core i7,0,512,Intel,0
Lenovo,Ultrabook,24,Windows,1.32,0,0,209.8006828649808,Intel Core i7,0,512,Intel,0
Asus,Notebook,4,Other,2.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,0
Lenovo,Notebook,8,Windows,2.8,0,0,106.11306214269258,AMD Processor,1000,0,AMD,0
Dell,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,AMD,0
Lenovo,Ultrabook,8,Windows,1.36,0,1,176.23257360658386,Intel Core i5,0,256,Intel,0
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,0
HP,Gaming,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,0
Dell,Notebook,8,Windows,1.64,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,0
Acer,Notebook,4,Other,2.4,0,0,100.45466986113651,Intel Core i5,500,0,Intel,0
Dell,Workstation,8,Windows,2.23,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,0
MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,0
Microsoft,Ultrabook,16,Windows,1.25,1,0,200.84255993695703,Intel Core i7,0,512,Intel,0
HP,Notebook,8,Windows,1.91,0,0,100.45466986113651,Intel Core i5,0,128,Intel,0
Dell,Workstation,16,Windows,2.17,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,0
HP,Workstation,8,Windows,2.31,0,1,141.21199808219862,Intel Core i7,0,512,Intel,0
Lenovo,Notebook,8,Windows,1.65,0,0,157.3505121487356,Intel Core i5,0,256,Intel,0
Dell,Notebook,8,Windows,2.36,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,0
Dell,2 in 1 Convertible,4,Windows,1.47,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,0
Dell,Notebook,8,Windows,4.42,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,0
Microsoft,Ultrabook,4,Windows,1.252,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,0
Microsoft,Ultrabook,8,Windows,1.25,1,0,200.84255993695703,Intel Core i7,0,256,Intel,0
HP,Notebook,8,Windows,2.5,0,0,106.11306214269258,Intel Core i3,0,256,Intel,0
Acer,Notebook,4,Windows,2.23,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,0
Acer,Netbook,4,Windows,1.4,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,0
Asus,Notebook,8,Windows,2.37,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,0
Lenovo,Notebook,8,Other,1.5,0,1,157.3505121487356,Intel Core i7,0,512,AMD,0
Lenovo,Notebook,8,Windows,2.67,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Asus,Notebook,4,Windows,2.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,0
Acer,Notebook,4,Windows,2.2,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,0
Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,0
HP,Gaming,12,Windows,3.78,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,0
Lenovo,Ultrabook,12,Windows,1.4,0,1,209.8006828649808,Intel Core i7,0,256,Intel,0
HP,2 in 1 Convertible,8,Windows,1.29,1,1,331.2642361026012,Intel Core i7,0,512,Intel,0
HP,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,500,0,AMD,0
Google,Ultrabook,8,Other,1.1,1,0,234.50740003017813,Intel Core i5,0,128,Intel,0
Dell,Ultrabook,8,Windows,1.42,1,0,165.6321180513006,Intel Core i5,0,256,Intel,0
Asus,Notebook,12,Windows,2.06,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,0
Dell,Notebook,8,Windows,1.79,0,0,111.93520355955211,Intel Core i3,0,128,Intel,0
Dell,Workstation,8,Windows,1.78,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Lenovo,Notebook,8,Windows,1.7,0,0,157.3505121487356,Intel Core i5,0,180,Intel,0
Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,0
Toshiba,Notebook,8,Windows,1.05,0,1,165.6321180513006,Intel Core i5,0,256,Intel,0
Dell,Notebook,8,Windows,2.16,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,0
Dell,Notebook,4,Windows,2.18,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,0
HP,Notebook,4,Windows,1.49,0,1,165.6321180513006,Intel Core i5,0,128,Intel,0
Chuwi,Notebook,4,Windows,1.89,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,0
Lenovo,Notebook,4,Windows,2.3,0,0,100.45466986113651,Intel Core i3,0,128,Intel,0
Lenovo,Notebook,8,Windows,1.75,0,1,157.3505121487356,Intel Core i5,0,256,Intel,0
Dell,Workstation,16,Windows,2.17,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,0
Dell,Notebook,16,Windows,2.06,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,0
Lenovo,Ultrabook,16,Windows,1.36,0,1,176.23257360658386,Intel Core i7,0,512,Intel,0
Asus,Ultrabook,16,Windows,0.91,0,0,176.23257360658386,Intel Core i7,0,512,Intel,0
Lenovo,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,0
Toshiba,Ultrabook,32,Windows,1.05,1,0,165.6321180513006,Intel Core i7,0,512,Intel,0
Asus,Gaming,8,Windows,1.99,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,0
Acer,Notebook,8,Windows,2.2,0,0,100.45466986113651,AMD Processor,1000,0,AMD,0
Asus,Gaming,24,Windows,4.33,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,0
Lenovo,Ultrabook,8,Windows,1.3,0,1,125.36742798669837,Intel Core i5,0,180,Intel,0
Lenovo,Notebook,8,Windows,2.17,0,0,141.21199808219862,Intel Core i7,0,256,Intel,0
HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,0
Lenovo,Notebook,8,Windows,1.4,0,1,165.6321180513006,Intel Core i3,0,256,Intel,0
Lenovo,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,0,256,Intel,0
Asus,Netbook,4,Windows,1.2,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,0
HP,Notebook,8,Windows,1.91,0,0,100.45466986113651,Intel Core i5,0,256,AMD,0
Lenovo,2 in 1 Convertible,8,Windows,1.4,1,1,158.48253022174808,Intel Core i5,0,256,Intel,0
Lenovo,Notebook,4,Windows,2.1,0,0,111.93520355955211,Other Intel Processor,500,0,Intel,0
Lenovo,Netbook,4,Other,1.25,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,0
Lenovo,Notebook,8,Windows,1.44,0,0,165.6321180513006,Intel Core i5,0,256,Intel,0
Asus,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,0
Acer,Notebook,4,Windows,2.2,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,0
HP,Ultrabook,8,Windows,1.34,0,1,165.6321180513006,Intel Core i7,0,512,Intel,0
Lenovo,Gaming,8,Other,2.4,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,0
Dell,Ultrabook,8,Windows,1.29,1,1,165.6321180513006,Intel Core i5,0,128,Intel,0
Acer,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,0
Dell,Notebook,8,Windows,2.18,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,0
Dell,Notebook,16,Windows,2.2,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,0
Xiaomi,Notebook,16,Other,1.95,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Asus,Netbook,2,Windows,1.1,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,0
HP,Notebook,4,Windows,2.04,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,0
Asus,Gaming,24,Windows,2.24,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,0
HP,Notebook,8,Windows,2.04,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,0
Asus,Gaming,16,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,0
Lenovo,Gaming,8,Windows,3.2,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,0
HP,Ultrabook,8,Windows,1.32,0,1,165.6321180513006,Intel Core i7,0,256,Intel,0
Dell,Notebook,8,Windows,1.64,0,0,157.3505121487356,Intel Core i5,0,256,Intel,0
HP,Notebook,4,Windows,1.63,0,0,100.45466986113651,Intel Core i3,0,128,Intel,0
Dell,Notebook,8,Other,2.8,0,1,127.33567457123111,Intel Core i5,1000,128,AMD,0
Lenovo,Notebook,8,Windows,2.02,0,0,157.3505121487356,Intel Core i5,0,256,Intel,0
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,0
Lenovo,Notebook,8,Other,2.2,0,0,100.45466986113651,Intel Core i3,2000,0,Nvidia,0
Dell,Notebook,4,Windows,2.3,0,0,141.21199808219862,Intel Core i5,500,0,AMD,0
Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,0,256,Intel,0
Dell,Gaming,16,Windows,4.42,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,0
Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,0
Asus,Notebook,8,Windows,2.0,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,0
Mediacom,Notebook,4,Windows,1.2,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,0
Asus,Gaming,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,0
Dell,Notebook,8,Windows,1.93,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,0
Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,AMD,0
HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,0
HP,Gaming,12,Windows,2.62,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,0
Lenovo,Notebook,8,Windows,1.87,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,0
Dell,Ultrabook,8,Windows,1.2,1,0,276.053530085501,Intel Core i7,0,256,Intel,0
Dell,Notebook,4,Windows,1.6,0,0,157.3505121487356,Intel Core i3,0,128,Intel,0
HP,Ultrabook,8,Windows,1.34,0,1,276.053530085501,Intel Core i7,0,256,Intel,0
Acer,Gaming,8,Other,2.4,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,0
